"","country","country.code","office","office.holder","date.last.updated","date.retrieved"
"1415","Cuba","CU","Min. of Energy & Mines","Alfredo LOPEZ Valdes","01-15-2015","01-28-2015"
"1416","Cuba","CU","Min. of Finance & Prices","Lina PEDRAZA Rodriguez","01-15-2015","01-28-2015"
"1417","Cuba","CU","Min. of the Food Industry","Maria del Carmen CONCEPCION Gonzalez","01-15-2015","01-28-2015"
"1418","Cuba","CU","Min. of Foreign Trade & Investment","Rodrigo MALMIERCA Diaz","01-15-2015","01-28-2015"
"1419","Cuba","CU","Min. of Foreign Relations","Bruno RODRIGUEZ Parrilla","01-15-2015","01-28-2015"
"1420","Cuba","CU","Min. of Higher Education","Rodolfo ALARCON Ortiz","01-15-2015","01-28-2015"
"1421","Cuba","CU","Min. of Industry","Salvador PARDO Cruz","01-15-2015","01-28-2015"
"1422","Cuba","CU","Min. of Interior","Abelardo COLOME Ibarra","01-15-2015","01-28-2015"
"1423","Cuba","CU","Min. of Justice","Maria Esther REUS Gonzalez","01-15-2015","01-28-2015"
"1424","Cuba","CU","Min. of Labor & Social Security","Margarita Marlene GONZALEZ Fernandez","01-15-2015","01-28-2015"
"1425","Cuba","CU","Min. of Public Health","Roberto MORALES Ojeda","01-15-2015","01-28-2015"
"1426","Cuba","CU","Min. of the Revolutionary Armed Forces","Leopoldo CINTRA FRIAS","01-15-2015","01-28-2015"
"1427","Cuba","CU","Min. of Science, Technology, & Environment","Elba Rose PEREZ Montoya","01-15-2015","01-28-2015"
"1428","Cuba","CU","Min. of Tourism","Manuel MARRERO Cruz","01-15-2015","01-28-2015"
"1429","Cuba","CU","Min. of Transportation","Cesar Ignacio AROCHA Masid","01-15-2015","01-28-2015"
"1430","Cuba","CU","Attorney Gen.","Dario DELGADO Cura","01-15-2015","01-28-2015"
"1431","Cuba","CU","Pres., Central Bank of Cuba","Ernesto MEDINA Villaveiran","01-15-2015","01-28-2015"
"1432","Cuba","CU","Permanent Representative to the UN, New York","Rodolfo REYES Rodriguez 

","01-15-2015","01-28-2015"
"1433","Cyprus","CY","Pres.","Nikos ANASTASIADIS","04-05-2014","01-28-2015"
"1434","Cyprus","CY","Min. of Agriculture, Natural Resources, & Environment","Nikos KOUGIALIS","04-05-2014","01-28-2015"
"1435","Cyprus","CY","Min. of Commerce, Industry, & Tourism","Georgios LAKKOTRYPIS","04-05-2014","01-28-2015"
"1436","Cyprus","CY","Min. of Communications & Works","Marios DIMITRIADIS","04-05-2014","01-28-2015"
"1437","Cyprus","CY","Min. of Defense","Christoforos FOKAIDIS","04-05-2014","01-28-2015"
"1438","Cyprus","CY","Min. of Education & Culture","Kostas KADIS","04-05-2014","01-28-2015"
"1439","Cyprus","CY","Min. of Finance","Charis GEORGIADIS","04-05-2014","01-28-2015"
"1440","Cyprus","CY","Min. of Foreign Affairs","Ioannis KASOULIDIS","04-05-2014","01-28-2015"
"1441","Cyprus","CY","Min. of Health","Filippos PATSALIS","04-05-2014","01-28-2015"
"1442","Cyprus","CY","Min. of Interior","Sokratis CHASIKOS","04-05-2014","01-28-2015"
"1443","Cyprus","CY","Min. of Justice & Public Order","Ionas NIKOLAOU","04-05-2014","01-28-2015"
"1444","Cyprus","CY","Min. of Labor & Social Insurance","Zeta AIMILIANIDOU","04-05-2014","01-28-2015"
"1445","Cyprus","CY","Governor, Central Bank of Cyprus","Chrystallas GIORKATZI","04-05-2014","01-28-2015"
"1446","Cyprus","CY","Ambassador to the US","Georgios CHACALLI","04-05-2014","01-28-2015"
"1447","Cyprus","CY","Permanent Representative to the UN, New York","Nikolaos AIMILIOU 

","04-05-2014","01-28-2015"
"1448","Czech Republic","EZ","Pres.","Milos ZEMAN","12-05-2014","01-28-2015"
"1449","Czech Republic","EZ","Prime Min.","Bohuslav SOBOTKA","12-05-2014","01-28-2015"
"1450","Czech Republic","EZ","First Dep. Prime Min.","Andrej BABIS","12-05-2014","01-28-2015"
"1451","Czech Republic","EZ","Dep. Prime Min.","Pavel BELOBRADEK","12-05-2014","01-28-2015"
"1452","Czech Republic","EZ","Min. of Agriculture","Marian JURECKA","12-05-2014","01-28-2015"
"1453","Czech Republic","EZ","Min. of Culture","Daniel HERMAN","12-05-2014","01-28-2015"
"1454","Czech Republic","EZ","Min. of Defense","Martin STROPNICKY","12-05-2014","01-28-2015"
"1455","Czech Republic","EZ","Min. of Education, Youth, & Sport","Marcel CHLADEK","12-05-2014","01-28-2015"
"1456","Czech Republic","EZ","Min. of the Environment","Richard BRABEC","12-05-2014","01-28-2015"
"1457","Czech Republic","EZ","Min. of Finance","Andrej BABIS","12-05-2014","01-28-2015"
"1458","Czech Republic","EZ","Min. of Foreign Affairs","Lubomir ZAORALEK","12-05-2014","01-28-2015"
"1459","Czech Republic","EZ","Min. of Health","Svatopluk NEMECEK","12-05-2014","01-28-2015"
"1460","Czech Republic","EZ","Min. for Human Rights","Jiri DIENSTBIER","12-05-2014","01-28-2015"
"1461","Czech Republic","EZ","Min. of Industry & Trade","Jan MLADEK","12-05-2014","01-28-2015"
"1462","Czech Republic","EZ","Min. of the Interior","Milan CHOVANEC","12-05-2014","01-28-2015"
"1463","Czech Republic","EZ","Min. of Justice","Helena VALKOVA","12-05-2014","01-28-2015"
"1464","Czech Republic","EZ","Min. of Labor & Social Affairs","Michaela MARKSOVA-TOMINOVA","12-05-2014","01-28-2015"
"1465","Czech Republic","EZ","Min. for Regional Development","Karla SLECHTOVA","12-05-2014","01-28-2015"
"1466","Czech Republic","EZ","Min. of Transportation","Dan TOK","12-05-2014","01-28-2015"
"1467","Czech Republic","EZ","Governor, Czech National Bank","Miroslav SINGER","12-05-2014","01-28-2015"
"1468","Czech Republic","EZ","Ambassador to the US","Petr GANDALOVIC","12-05-2014","01-28-2015"
"1469","Czech Republic","EZ","Permanent Representative to the UN, New York","Edita HRDA 

","12-05-2014","01-28-2015"
"1470","Denmark","DA","Queen","MARGRETHE II","10-14-2014","01-28-2015"
"1471","Denmark","DA","Prime Min.","Helle THORNING-SCHMIDT","10-14-2014","01-28-2015"
"1472","Denmark","DA","Dep. Prime Min.","Morten OSTERGAARD","10-14-2014","01-28-2015"
"1473","Denmark","DA","Min. of Agriculture, Food, & Fisheries","Dan JORGENSEN","10-14-2014","01-28-2015"
"1474","Denmark","DA","Min. of Business Affairs & Growth","Henrik Sass LARSEN","10-14-2014","01-28-2015"
"1475","Denmark","DA","Min. of Children & Equality","Manu SAREEN","10-14-2014","01-28-2015"
"1476","Denmark","DA","Min. of Climate, Energy, & Construction","Rasmus Helveg PETERSEN","10-14-2014","01-28-2015"
"1477","Denmark","DA","Min. of Cultural Affairs","Marianne JELVED","10-14-2014","01-28-2015"
"1478","Denmark","DA","Min. of Defense","Nicolai Halby WAMMEN","10-14-2014","01-28-2015"
"1479","Denmark","DA","Min. for Development Cooperation","Mogens JENSEN","10-14-2014","01-28-2015"
"1480","Denmark","DA","Min. of Ecclesiastical Affairs","Marianne JELVED","10-14-2014","01-28-2015"
"1481","Denmark","DA","Min. of Economic Affairs","Morten OSTERGAARD","10-14-2014","01-28-2015"
"1482","Denmark","DA","Min. of Education","Christine ANTORINI","10-14-2014","01-28-2015"
"1483","Denmark","DA","Min. of Employment","Henrik Dam KRISTENSEN","10-14-2014","01-28-2015"
"1484","Denmark","DA","Min. of Environment","Kirsten BROSBOL","10-14-2014","01-28-2015"
"1485","Denmark","DA","Min. for Finance","Bjarne CORYDON","10-14-2014","01-28-2015"
"1486","Denmark","DA","Min. of Foreign Affairs","Martin LIDEGAARD","10-14-2014","01-28-2015"
"1487","Denmark","DA","Min. of Health & Prevention","Nick HAEKKERUP","10-14-2014","01-28-2015"
"1488","Denmark","DA","Min. of Interior Affairs","Morten OSTERGAARD","10-14-2014","01-28-2015"
"1489","Denmark","DA","Min. of Justice","Mette FREDERIKSEN","10-14-2014","01-28-2015"
"1490","Denmark","DA","Min. of Nordic Cooperation","Carsten HANSEN","10-14-2014","01-28-2015"
"1491","Denmark","DA","Min. of Research, Innovation, & Continuing Education","Sofie Carsten NIELSEN","10-14-2014","01-28-2015"
"1492","Denmark","DA","Min. of Social Affairs & Integration","Manu SAREEN","10-14-2014","01-28-2015"
"1493","Denmark","DA","Min. of Taxation","Benny ENGELBRECHT","10-14-2014","01-28-2015"
"1494","Denmark","DA","Min. of Towns, Housing, & Rural Affairs","Carsten HANSEN","10-14-2014","01-28-2015"
"1495","Denmark","DA","Min. of Trade & Investment","Mogens JENSEN","10-14-2014","01-28-2015"
"1496","Denmark","DA","Min. of Transport","Magnus HEUNICKE","10-14-2014","01-28-2015"
"1497","Denmark","DA","Chmn., Board of Governors, Danish National Bank","Lars ROHDE","10-14-2014","01-28-2015"
"1498","Denmark","DA","Ambassador to the US","Peter TAKSOE-JENSEN","10-14-2014","01-28-2015"
"1499","Denmark","DA","Permanent Representative to the UN, New York","Ib PETERSEN","10-14-2014","01-28-2015"
"1500","Djibouti","DJ","Pres.","Ismail Omar GUELLEH","05-22-2014","01-28-2015"
"1501","Djibouti","DJ","Prime Min.","Abdoulkader Kamil MOHAMED","05-22-2014","01-28-2015"
"1502","Djibouti","DJ","Min. of Agriculture, Livestock, & Fisheries","Mohamed Ahmed AWALEH","05-22-2014","01-28-2015"
"1503","Djibouti","DJ","Min. of Communication & Culture","Ali Hassan BAHDON","05-22-2014","01-28-2015"
"1504","Djibouti","DJ","Min. of Defense","Hassan Darar HOUFFANEH","05-22-2014","01-28-2015"
"1505","Djibouti","DJ","Min. of Economy, Finance, & Planning","Ilyas Moussa DAWALEH","05-22-2014","01-28-2015"
"1506","Djibouti","DJ","Min. of Education & Professional Training","Djama Elmi OKIEH","05-22-2014","01-28-2015"
"1507","Djibouti","DJ","Min. of Energy & Water","Ali Yacoub MAHAMOUD","05-22-2014","01-28-2015"
"1508","Djibouti","DJ","Min. of Foreign Affairs & Intl. Cooperation","Mahamoud Ali YOUSSOUF","05-22-2014","01-28-2015"
"1509","Djibouti","DJ","Min. of Habitat, Urban Planning, Environment, & Town Planning","Mohamed Moussa Ibrahim BALALA","05-22-2014","01-28-2015"
"1510","Djibouti","DJ","Min. of Health","Kassim Issack OSMAN","05-22-2014","01-28-2015"
"1511","Djibouti","DJ","Min. of Infrastructure & Transport","Moussa Ahmed HASSAN","05-22-2014","01-28-2015"
"1512","Djibouti","DJ","Min. of Interior","Hassan Omar Mohamed BOURHAN","05-22-2014","01-28-2015"
"1513","Djibouti","DJ","Min. of Justice & Penal Affairs","Ali Farah ASSOWEH","05-22-2014","01-28-2015"
"1514","Djibouti","DJ","Min. of Labor","Abdi Houssein AHMED","05-22-2014","01-28-2015"
"1515","Djibouti","DJ","Min. of Muslim Affairs & Charitable Assets","Aden Ali ADEN","05-22-2014","01-28-2015"
"1516","Djibouti","DJ","Min. of the Promotion of Women & Family Welfare & Social Affairs","Hasna Barkat DAOUD","05-22-2014","01-28-2015"
"1517","Djibouti","DJ","Governor (Acting), Central Bank","Ahmed OSMAN Ali","05-22-2014","01-28-2015"
"1518","Djibouti","DJ","Ambassador to the US","Roble OLHAYE Oudine","05-22-2014","01-28-2015"
"1519","Djibouti","DJ","Permanent Representative to the UN, New York","Roble OLHAYE Oudine 

","05-22-2014","01-28-2015"
"1520","Dominica","DO","Pres.","Charles SAVARIN","10-17-2013","01-28-2015"
"1521","Dominica","DO","Prime Min.","Roosevelt SKERRIT","10-17-2013","01-28-2015"
"1522","Dominica","DO","Min. of Agriculture & Forestry","Matthew WALTER","10-17-2013","01-28-2015"
"1523","Dominica","DO","Min. of Carib Affairs","Ashton GRANEAU","10-17-2013","01-28-2015"
"1524","Dominica","DO","Min. of Culture, Youth, & Sports","Justina CHARLES","10-17-2013","01-28-2015"
"1525","Dominica","DO","Min. of Education & Human Resource Development","Peter ST. JEAN","10-17-2013","01-28-2015"
"1526","Dominica","DO","Min. of Employment, Trade, Industry, & Diaspora Affairs","John Collin MCINTYRE","10-17-2013","01-28-2015"
"1527","Dominica","DO","Min. of Environment, Natural Resources, Physical Planning, & Fisheries","Kenneth DARROUX","10-17-2013","01-28-2015"
"1528","Dominica","DO","Min. of Finance","Roosevelt SKERRIT","10-17-2013","01-28-2015"
"1529","Dominica","DO","Min. of Foreign Affairs","Roosevelt SKERRIT","10-17-2013","01-28-2015"
"1530","Dominica","DO","Min. of Health","Julius TIMOTHY","10-17-2013","01-28-2015"
"1531","Dominica","DO","Min. of Information, Telecommunication, & Constituency Empowerment","Ambrose GEORGE","10-17-2013","01-28-2015"
"1532","Dominica","DO","Min. of Lands, Housing, Settlements, & Water Resource Management","Reginald AUSTRIE","10-17-2013","01-28-2015"
"1533","Dominica","DO","Min. of National Security, Labor, & Immigration","Roosevelt SKERRIT","10-17-2013","01-28-2015"
"1534","Dominica","DO","Min. of Public Works, Energy, & Ports","Rayburn BLACKMOORE","10-17-2013","01-28-2015"
"1535","Dominica","DO","Min. of Social Services, Community Development, & Gender Affairs","Gloria SHILLINGFORD","10-17-2013","01-28-2015"
"1536","Dominica","DO","Min. of Tourism & Legal Affairs","Ian DOUGLAS","10-17-2013","01-28-2015"
"1537","Dominica","DO","Attorney Gen.","Levi PETER","10-17-2013","01-28-2015"
"1538","Dominica","DO","Permanent Representative to the UN, New York","Vince HENDERSON 

","10-17-2013","01-28-2015"
"1539","Dominican Republic","DR","Pres.","Danilo MEDINA Sanchez","09-29-2014","01-28-2015"
"1540","Dominican Republic","DR","Vice Pres.","Margarita CEDENO DE FERNANDEZ","09-29-2014","01-28-2015"
"1541","Dominican Republic","DR","Min. of Agriculture","Angel Francisco ESTEVEZ Bourdierd","09-29-2014","01-28-2015"
"1542","Dominican Republic","DR","Min. of the Armed Forces","Maximo William MUNOZ Delgado","09-29-2014","01-28-2015"
"1543","Dominican Republic","DR","Min. of Culture","Jose Antonio RODRIGUEZ","09-29-2014","01-28-2015"
"1544","Dominican Republic","DR","Min. of Economy, Planning, & Development","Juan Temistocles MONTAS Dominguez","09-29-2014","01-28-2015"
"1545","Dominican Republic","DR","Min. of Education","Carlos Alberto AMARANTE BARET","09-29-2014","01-28-2015"
"1546","Dominican Republic","DR","Min. of the Environment & Natural Resources","Bautista Antonio ROJAS Gomez","09-29-2014","01-28-2015"
"1547","Dominican Republic","DR","Min. of Finance","Simon LIZARDO Mezquita","09-29-2014","01-28-2015"
"1548","Dominican Republic","DR","Min. of Foreign Affairs","Andres NAVARRO Garcia","09-29-2014","01-28-2015"
"1549","Dominican Republic","DR","Min. of Higher Education, Science, & Technology","Ligia AMADA MELO Viuda Cardona","09-29-2014","01-28-2015"
"1550","Dominican Republic","DR","Min. of Industry & Commerce","Jose Manuel DEL CASTILLO Savinon","09-29-2014","01-28-2015"
"1551","Dominican Republic","DR","Min. of Interior & Police","Jose Ramon FADUL","09-29-2014","01-28-2015"
"1552","Dominican Republic","DR","Min. of Labor","Rosa Maritza HERNANDEZ Liriano","09-29-2014","01-28-2015"
"1553","Dominican Republic","DR","Min. of the Presidency","Gustavo Adolfo MONTALVO Franco","09-29-2014","01-28-2015"
"1554","Dominican Republic","DR","Min. of Public Admin.","Manuel Ramon VENTURA Camejo","09-29-2014","01-28-2015"
"1555","Dominican Republic","DR","Min. of Public Health & Social Welfare","Lorenzo Wilfredo ""Freddy"" HIDALGO Nunez","09-29-2014","01-28-2015"
"1556","Dominican Republic","DR","Min. of Public Works & Communications","Gonzalo CASTILLO Terrero","09-29-2014","01-28-2015"
"1557","Dominican Republic","DR","Min. of Sports","Jaime David FERNANDEZ Mirabal","09-29-2014","01-28-2015"
"1558","Dominican Republic","DR","Min. of Tourism","Francisco Javier GARCIA Fernandez","09-29-2014","01-28-2015"
"1559","Dominican Republic","DR","Min. of Women","Alejandrina GERMAN Mejia","09-29-2014","01-28-2015"
"1560","Dominican Republic","DR","Min. of Youth","Jorge Felix MINAYA Contreras","09-29-2014","01-28-2015"
"1561","Dominican Republic","DR","Admin. Sec. of the Presidency","Jose Ramon PERALTA","09-29-2014","01-28-2015"
"1562","Dominican Republic","DR","Attorney Gen.","Francisco DOMINGUEZ Brito","09-29-2014","01-28-2015"
"1563","Dominican Republic","DR","Governor, Central Bank","Hector VALDEZ Albizu","09-29-2014","01-28-2015"
"1564","Dominican Republic","DR","Ambassador to the US","Anibal de Jesus DE CASTRO Rodriguez","09-29-2014","01-28-2015"
"1565","Dominican Republic","DR","Permanent Representative to the UN, New York","Francisco Antonio CORTORREAL","09-29-2014","01-28-2015"
"1566","Ecuador","EC","Pres.","Rafael CORREA Delgado","10-07-2014","01-28-2015"
"1567","Ecuador","EC","Vice Pres.","Jorge GLAS Espinel","10-07-2014","01-28-2015"
"1568","Ecuador","EC","Min. of Agriculture, Livestock, Fisheries, & Aquaculture","Javier PONCE Cevallos","10-07-2014","01-28-2015"
"1569","Ecuador","EC","Min. of Culture","Francisco BORJA Cevallos","10-07-2014","01-28-2015"
"1570","Ecuador","EC","Min. of Economic & Social Inclusion","Betty TOLA","10-07-2014","01-28-2015"
"1571","Ecuador","EC","Min. of Education","Augusto ESPINOSA","10-07-2014","01-28-2015"
"1572","Ecuador","EC","Min. of Electricity & Renewable Energy","Esteban ALBORNOZ","10-07-2014","01-28-2015"
"1573","Ecuador","EC","Min. of Environment","Lorena TAPIA Nunez","10-07-2014","01-28-2015"
"1574","Ecuador","EC","Min. of Finance","Fausto HERRERA","10-07-2014","01-28-2015"
"1575","Ecuador","EC","Min. of Foreign Relations, Foreign Trade, & Integration","Ricardo PATINO Aroca","10-07-2014","01-28-2015"
"1576","Ecuador","EC","Min. of Industry & Competitiveness","Ramiro GONZALEZ Jaramillo","10-07-2014","01-28-2015"
"1577","Ecuador","EC","Min. of Interior","Jose SERRANO","10-07-2014","01-28-2015"
"1578","Ecuador","EC","Min. of Justice & Human Rights","Ledy ZUNIGA","10-07-2014","01-28-2015"
"1579","Ecuador","EC","Min. of Labor Relations","Carlos MARX Carrasco","10-07-2014","01-28-2015"
"1580","Ecuador","EC","Min. of Nonrenewable Natural Resources","Pedro MERIZALDE Pavon","10-07-2014","01-28-2015"
"1581","Ecuador","EC","Min. of National Defense","Fernando CORDERO Cueva","10-07-2014","01-28-2015"
"1582","Ecuador","EC","Min. of Public Health","Carina VANCE","10-07-2014","01-28-2015"
"1583","Ecuador","EC","Min. of Sports","Jose FRANCISCO Cevallos","10-07-2014","01-28-2015"
"1584","Ecuador","EC","Min. of Telecommunication & Information","Augusto ESPIN Tobar","10-07-2014","01-28-2015"
"1585","Ecuador","EC","Min. of Tourism","Sandy NARANJO","10-07-2014","01-28-2015"
"1586","Ecuador","EC","Min. of Transportation & Public Works","Paola CARVAJAL","10-07-2014","01-28-2015"
"1587","Ecuador","EC","Min. of Urban Development & Housing","Diego AULESTIA","10-07-2014","01-28-2015"
"1588","Ecuador","EC","Min. Coordinator of Economic Policy","Patricio RIVERA","10-07-2014","01-28-2015"
"1589","Ecuador","EC","Min. Coordinator of Internal & External Security Policy","Homero ARELLANO","10-07-2014","01-28-2015"
"1590","Ecuador","EC","Min. Coordinator of Natural & Cultural Heritage","Velasco ANDRADE","10-07-2014","01-28-2015"
"1591","Ecuador","EC","Min. Coordinator of Policy","Viviana BONILLA","10-07-2014","01-28-2015"
"1592","Ecuador","EC","Min. Coordinator of Production","Richard ESPINOSA","10-07-2014","01-28-2015"
"1593","Ecuador","EC","Min. Coordinator of Social Development","Cecilia VACA Jones","10-07-2014","01-28-2015"
"1594","Ecuador","EC","Min. Coordinator of Strategic Sectors","Rafael PROVEDA Bonilla","10-07-2014","01-28-2015"
"1595","Ecuador","EC","National Sec. of Planning & Development","Pabel MUNOZ","10-07-2014","01-28-2015"
"1596","Ecuador","EC","Sec. Gen. of Public Admin.","Vinicio ALVARADO Espinel","10-07-2014","01-28-2015"
"1597","Ecuador","EC","Pres., Central Bank","Diego MARTINEZ","10-07-2014","01-28-2015"
"1598","Ecuador","EC","Ambassador to the US","Nathalie CELY Suarez","10-07-2014","01-28-2015"
"1599","Ecuador","EC","Permanent Representative to the UN, New York","Julio Xavier LASSO Mendoza","10-07-2014","01-28-2015"
"1600","Egypt","EG","Pres.","Abdelfattah Said ELSISI","09-16-2014","01-28-2015"
"1601","Egypt","EG","Prime Min.","Ibrahim MEHLAB","09-16-2014","01-28-2015"
"1602","Egypt","EG","Min. of Agriculture","Adel AL-BELTAGY","09-16-2014","01-28-2015"
"1603","Egypt","EG","Min. of Antiquities","Mamduh AL-DAMATY","09-16-2014","01-28-2015"
"1604","Egypt","EG","Min. of Civil Aviation","Hossam KAMAL","09-16-2014","01-28-2015"
"1605","Egypt","EG","Min. of Communications & Information Technology","Atef HELMY","09-16-2014","01-28-2015"
"1606","Egypt","EG","Min. of Culture","Gaber ASFOUR","09-16-2014","01-28-2015"
"1607","Egypt","EG","Min. of Defense","Sidqy SOBHY","09-16-2014","01-28-2015"
"1608","Egypt","EG","Min. of Education","Mahmoud Abul NASR","09-16-2014","01-28-2015"
"1609","Egypt","EG","Min. of Electricity","Mohamed SHAKER","09-16-2014","01-28-2015"
"1610","Egypt","EG","Min. of Environment","Khaled FAHMY","09-16-2014","01-28-2015"
"1611","Egypt","EG","Min. of Finance","Hani Qadry DIMIAN","09-16-2014","01-28-2015"
"1612","Egypt","EG","Min. of Foreign Affairs","Sameh Hassan SHOUKRY","09-16-2014","01-28-2015"
"1613","Egypt","EG","Min. of Health","Adel El-ADAWI","09-16-2014","01-28-2015"
"1614","Egypt","EG","Min. of Higher Education","Sayed ABDEL-KHALEK","09-16-2014","01-28-2015"
"1615","Egypt","EG","Min. of Housing","Moustafa MADBULI","09-16-2014","01-28-2015"
"1616","Egypt","EG","Min. of Industry & Trade","Mounir Fakhry ABDEL-NOUR","09-16-2014","01-28-2015"
"1617","Egypt","EG","Min. of Information","Dorreya Sharaf AL-DIN","09-16-2014","01-28-2015"
"1618","Egypt","EG","Min. of Interior","Mohamed IBRAHIM","09-16-2014","01-28-2015"
"1619","Egypt","EG","Min. of Intl. Cooperation","Nagla AL-ALWANY","09-16-2014","01-28-2015"
"1620","Egypt","EG","Min. of Investment","Ashraf SALMAN","09-16-2014","01-28-2015"
"1621","Egypt","EG","Min. of Irrigation","Hossam al-Din MOGHAZY","09-16-2014","01-28-2015"
"1622","Egypt","EG","Min. of Justice","Mahfouz SABER","09-16-2014","01-28-2015"
"1623","Egypt","EG","Min. of Local & Admin. Development","Adel LABIB","09-16-2014","01-28-2015"
"1624","Egypt","EG","Min. of Manpower & Migration","Nahed EL-ASHRY","09-16-2014","01-28-2015"
"1625","Egypt","EG","Min. of Military Production","Ibrahim YOUNIS","09-16-2014","01-28-2015"
"1626","Egypt","EG","Min. of Petroleum","Sherif ISMAIL","09-16-2014","01-28-2015"
"1627","Egypt","EG","Min. of Planning","Ashraf EL-ARABY","09-16-2014","01-28-2015"
"1628","Egypt","EG","Min. of Religious Endowments","Mukhtar GOMAA","09-16-2014","01-28-2015"
"1629","Egypt","EG","Min. of Scientific Research","Sherif HAMAD","09-16-2014","01-28-2015"
"1630","Egypt","EG","Min. of Social Solidarity","Ghada WALY","09-16-2014","01-28-2015"
"1631","Egypt","EG","Min. of Supply","Khaled HANAFI","09-16-2014","01-28-2015"
"1632","Egypt","EG","Min. of Tourism","Hisham ZAAZOU","09-16-2014","01-28-2015"
"1633","Egypt","EG","Min. of Transitional Justice & Parliamentary Affairs","Ibrahim AL-HENEDI","09-16-2014","01-28-2015"
"1634","Egypt","EG","Min. of Transportation","Hany DAHY","09-16-2014","01-28-2015"
"1635","Egypt","EG","Min. of Urban Development","Laila Rashid ISKANDER","09-16-2014","01-28-2015"
"1636","Egypt","EG","Min. of Youth & Sports","Khaled ABDEL-AZIZ","09-16-2014","01-28-2015"
"1637","Egypt","EG","Governor, Central Bank of Egypt","Hisham RAMEZ","09-16-2014","01-28-2015"
"1638","Egypt","EG","Ambassador to the US","Mohamed TAWFIK","09-16-2014","01-28-2015"
"1639","Egypt","EG","Permanent Representative to the UN, New York","Amr Abde-latif ABOULATTA","09-16-2014","01-28-2015"
"1640","El Salvador","ES","Pres.","Salvador SANCHEZ CEREN","12-15-2014","01-28-2015"
"1641","El Salvador","ES","Vice Pres.","Oscar ORTIZ","12-15-2014","01-28-2015"
"1642","El Salvador","ES","Min. of Agriculture & Livestock","Orestes ORTEZ","12-15-2014","01-28-2015"
"1643","El Salvador","ES","Min. of Defense","David MUNGUIA Payes","12-15-2014","01-28-2015"
"1644","El Salvador","ES","Min. of Economy","Tharsis Salomon LOPEZ","12-15-2014","01-28-2015"
"1645","El Salvador","ES","Min. of Education","Carlos CANJURA","12-15-2014","01-28-2015"
"1646","El Salvador","ES","Min. of Environment & Natural Resources","Lina POHL","12-15-2014","01-28-2015"
"1647","El Salvador","ES","Min. of Finance","Juan Carlos CACERES Chavez","12-15-2014","01-28-2015"
"1648","El Salvador","ES","Min. of Foreign Relations","Hugo Roger MARTINEZ Bonilla","12-15-2014","01-28-2015"
"1649","El Salvador","ES","Min. of Govt.","Ramon VALENCIA","12-15-2014","01-28-2015"
"1650","El Salvador","ES","Min. of Health","Violeta MENJIVAR","12-15-2014","01-28-2015"
"1651","El Salvador","ES","Min. of Justice & Public Security","Benito LARA","12-15-2014","01-28-2015"
"1652","El Salvador","ES","Min. of Labor & Social Welfare","Sandra GUEVARA","12-15-2014","01-28-2015"
"1653","El Salvador","ES","Min. of Public Works","Gerson MARTINEZ","12-15-2014","01-28-2015"
"1654","El Salvador","ES","Min. of Tourism","Jose Napoleon DUARTE Duran","12-15-2014","01-28-2015"
"1655","El Salvador","ES","Attorney Gen.","Luis MARTINEZ","12-15-2014","01-28-2015"
"1656","El Salvador","ES","Pres., Central Reserve Bank","Oscar CABRERA Melgar","12-15-2014","01-28-2015"
"1657","El Salvador","ES","Ambassador to the US","Francisco Roberto ALTSCHUL Fuentes","12-15-2014","01-28-2015"
"1658","El Salvador","ES","Permanent Representative to the UN, New York","Ruben Ignacio ZAMORA Rivas","12-15-2014","01-28-2015"
"1659","Equatorial Guinea","EK","Pres.","Teodoro OBIANG Nguema Mbasogo","07-18-2014","01-28-2015"
"1660","Equatorial Guinea","EK","First Vice Pres. in Charge of Economic & Financial Affairs","Ignacio MILAM Tang","07-18-2014","01-28-2015"
"1661","Equatorial Guinea","EK","Second Vice Pres. in Charge of Political & Democracy Affairs","Teodoro ""Teodorin"" Nguema OBIANG Mangue","07-18-2014","01-28-2015"
"1662","Equatorial Guinea","EK","Prime Min. in Charge of Admin. Coordination","Vincente Ehate TOMI","07-18-2014","01-28-2015"
"1663","Equatorial Guinea","EK","First Dep. Prime Min. & Head of Political Affairs & Democracy","Clemente Engonga NGUEMA Onguene","07-18-2014","01-28-2015"
"1664","Equatorial Guinea","EK","Second Dep. Prime Min. in Charge of Social & Human Rights Affairs","Lucas Nguema Esono MBANG","07-18-2014","01-28-2015"
"1665","Equatorial Guinea","EK","Third Dep. Prime Min. in Charge of Human Rights","Alfonso Nsue MOKUY","07-18-2014","01-28-2015"
"1666","Equatorial Guinea","EK","Min. of Agriculture & Forestry","Alfredo Mitogo MITOGO","07-18-2014","01-28-2015"
"1667","Equatorial Guinea","EK","Min. of Education & Science","Maria del Carmen EKORO","07-18-2014","01-28-2015"
"1668","Equatorial Guinea","EK","Min. of Economy, Planning, & Public Investment","Conrado Okwenve NDOHE","07-18-2014","01-28-2015"
"1669","Equatorial Guinea","EK","Min. of Finance & Budgets","Marcelino Owono EDU","07-18-2014","01-28-2015"
"1670","Equatorial Guinea","EK","Min. of Fisheries & the Environment","Crescencio Tamarite CASTANO","07-18-2014","01-28-2015"
"1671","Equatorial Guinea","EK","Min. of Foreign Affairs & Intl. Cooperation","Agapito Mba MOKUY","07-18-2014","01-28-2015"
